Issue Type,Summary,Status,Updated,Created,Priority,Issue key,Issue id,Parent id,Reporter,Assignee,Resolved,Time Spent
Code review,Gollum's betrayal leads to chaos,Done,2021-11-04 15:35:00,2021-10-29 13:28:00,High,LR-5506,310151,307662.0,Gimli,Boromir,2021-10-30 16:07:00,3600.0
Story,The One Ring has been found,Done,2021-11-27 13:30:00,2021-10-29 13:14:00,High,LR-1881,310132,,Gimli,Gandalf,2021-11-11 10:00:00,21600.0
Bug,The Paths of the Dead are taken,Done,2021-11-04 15:35:00,2021-10-29 11:46:00,High,LR-3743,310079,,Boromir,Legolas,2021-11-04 15:05:00,7200.0
Code review,Gandalf returns to Middle-Earth,Done,2021-11-04 15:35:00,2021-10-29 10:45:00,High,LR-8649,310038,309692.0,Gandalf the Grey,Frodo Baggins,2021-10-31 10:17:00,3600.0
Story,The fellowship forms in Rivendell,Done,2021-11-04 15:35:00,2021-10-24 13:45:00,High,LR-5544,308797,,Legolas,Aragorn,2021-11-04 15:04:00,12600.0
Story,Gollum's betrayal leads to chaos,Done,2021-11-18 19:11:00,2021-10-24 12:16:00,High,LR-2533,308764,,Pippin Took,Legolas,2021-11-12 12:13:00,16200.0
Story,The Paths of the Dead are taken,Done,2021-11-22 16:33:00,2021-10-28 17:04:00,ASAP,LR-4426,309869,,Boromir,Boromir,2021-11-19 20:24:00,6000.0
Story,The Shire is restored to peace,Done,2022-01-21 12:11:00,2021-10-29 10:15:00,High,LR-3662,310026,,Legolas,Frodo Baggins,2022-01-15 13:32:00,10800.0
Story,Gandalf returns to Middle-Earth,Done,2022-01-16 10:14:00,2021-10-23 08:55:00,ASAP,LR-9300,308341,,Gandalf the Grey,Saruman,2021-10-30 01:34:00,
Story,The battle of Pelennor Fields,Done,2021-11-27 13:30:00,2021-10-28 12:23:00,High,LR-6235,309692,,Aragorn,Aragorn,2021-11-06 16:22:00,23400.0
Task,The battle of Pelennor Fields,Done,2021-11-06 13:53:00,2021-10-28 03:47:00,High,LR-8120,309557,,Boromir,Aragorn,2021-11-04 10:09:00,75600.0
Task,The One Ring has been found,Done,2022-01-30 17:03:00,2021-10-25 14:37:00,High,LR-1221,309169,,Boromir,Aragorn,2022-01-27 14:49:00,10800.0
Sub-task,The Mines of Moria are breached,Done,2021-11-18 19:11:00,2021-10-25 14:20:00,High,LR-1446,309164,305741.0,Frodo Baggins,Gandalf,2021-11-08 11:09:00,50400.0
Story,Frodo and Sam reach Mount Doom,Done,2021-11-18 19:11:00,2021-10-25 12:28:00,High,LR-3660,309124,,Pippin Took,Boromir,2021-11-11 10:00:00,31200.0
Story,The Paths of the Dead are taken,Done,2021-11-27 13:30:00,2021-10-25 11:31:00,High,LR-4327,309102,,Samwise Gamgee,Saruman,2021-11-06 16:22:00,28800.0
Story,Gollum's betrayal leads to chaos,Done,2022-01-21 12:10:00,2021-10-24 19:12:00,Unspecified,LR-5030,308953,,Frodo Baggins,Frodo Baggins,2022-01-14 15:20:00,
Story,Eowyn defeats the Witch-king,Done,2021-12-16 09:39:00,2021-10-24 17:12:00,High,LR-8816,308900,,Legolas,Samwise Gamgee,2021-12-11 11:26:00,
Story,The Shire is restored to peace,Done,2021-11-04 15:35:00,2021-10-24 15:33:00,URGENT,LR-4262,308841,,Pippin Took,Legolas,2021-10-24 16:53:00,1800.0
Story,The Ents march on Isengard,Done,2021-11-29 21:37:00,2021-10-24 11:42:00,ASAP,LR-9015,308732,,Aragorn,Aragorn,2021-11-27 22:40:00,18600.0
Bug,The fellowship forms in Rivendell,Done,2021-11-08 10:42:00,2021-10-23 17:11:00,ASAP,LR-1871,308533,,Samwise Gamgee,Boromir,2021-11-06 16:22:00,9000.0
Sub-task,Gandalf returns to Middle-Earth,Done,2021-11-04 15:35:00,2021-10-23 15:35:00,Unspecified,LR-9331,308473,302392.0,Samwise Gamgee,Gandalf,2021-10-23 15:35:00,2700.0
Sub-task,Gollum's betrayal leads to chaos,Done,2021-11-04 15:35:00,2021-10-23 08:04:00,Unspecified,LR-5878,308332,305741.0,Gandalf the Grey,Gandalf,2021-10-24 10:34:00,27000.0
Story,Frodo and Sam reach Mount Doom,Done,2021-11-27 13:18:00,2021-10-23 00:24:00,High,LR-6408,308289,,Pippin Took,Legolas,2021-10-24 00:20:00,39600.0
Task,The Ents march on Isengard,Done,2021-11-04 15:35:00,2021-10-21 17:59:00,High,LR-8951,307863,,Aragorn,Gimli,2021-10-30 10:59:00,1800.0
Bug,The battle of Pelennor Fields,Done,2021-11-04 15:35:00,2021-10-21 15:51:00,ASAP,LR-1441,307820,,Frodo Baggins,Gimli,2021-10-31 13:18:00,16200.0
Task,Saruman's betrayal is revealed,Done,2022-01-21 12:11:00,2021-10-21 09:44:00,ASAP,LR-7476,307664,,Boromir,Aragorn,2022-01-14 12:33:00,21600.0
Bug,Helm's Deep is under siege,Done,2021-11-04 15:35:00,2021-10-21 09:43:00,High,LR-7381,307662,,Samwise Gamgee,Gimli,2021-10-31 09:26:00,54000.0
Epic,The Paths of the Dead are taken,Done,2022-01-22 11:33:00,2021-08-28 19:29:00,Medium,LR-8297,292269,,Samwise Gamgee,Saruman,2022-01-22 11:33:00,
Story,The battle of Pelennor Fields,Done,2022-01-21 12:10:00,2021-05-21 15:09:00,Unspecified,LR-8853,275017,,Samwise Gamgee,Gandalf,2022-01-14 15:24:00,
Epic,The fall of Sauron at Barad-dûr,Done,2021-10-28 14:55:00,2021-08-14 11:34:00,Medium,LR-1493,289415,,Pippin Took,Legolas,2021-10-28 14:55:00,
Epic,The One Ring has been found,Done,2021-11-29 11:46:00,2021-08-27 15:12:00,Medium,LR-5644,291907,,Pippin Took,Frodo Baggins,2021-11-29 11:46:00,
Epic,The Mines of Moria are breached,Done,2021-12-19 12:22:00,2021-08-23 15:37:00,High,LR-8530,291358,,Frodo Baggins,Samwise Gamgee,2021-10-31 15:02:00,
Epic,The Mines of Moria are breached,Done,2022-01-30 17:03:00,2021-09-13 18:08:00,Medium,LR-9337,296520,,Gimli,Aragorn,2022-01-27 17:51:00,
Epic,The Ents march on Isengard,Done,2021-12-19 12:22:00,2021-09-12 10:15:00,High,LR-8077,295919,,Legolas,Frodo Baggins,2021-11-27 12:46:00,1800.0
Epic,Gandalf returns to Middle-Earth,Done,2022-01-17 13:34:00,2021-05-03 12:43:00,Medium,LR-5541,272587,,Pippin Took,Samwise Gamgee,2021-12-23 14:35:00,1800.0
Epic,Saruman's betrayal is revealed,Done,2021-12-19 12:22:00,2021-08-23 17:32:00,Medium,LR-3358,291418,,Legolas,Samwise Gamgee,2021-12-10 15:47:00,
Epic,The battle of Pelennor Fields,Done,2021-10-28 14:55:00,2021-08-16 14:59:00,Medium,LR-8652,290213,,Gandalf the Grey,Gimli,2021-10-28 14:55:00,
Epic,The Shire is restored to peace,Done,2021-12-12 17:22:00,2021-08-28 19:24:00,Medium,LR-5498,292267,,Legolas,Gandalf,2021-12-12 17:22:00,
Epic,The fellowship forms in Rivendell,Done,2022-01-30 17:03:00,2021-09-13 18:25:00,Medium,LR-7453,296539,,Samwise Gamgee,Aragorn,2022-01-27 17:54:00,
Epic,Gollum's betrayal leads to chaos,Done,2022-01-30 17:03:00,2021-09-13 17:05:00,Medium,LR-1898,296460,,Gimli,Samwise Gamgee,2022-01-28 17:43:00,
Epic,Eowyn defeats the Witch-king,Done,2021-11-29 13:00:00,2021-08-27 15:00:00,Medium,LR-1122,291897,,Pippin Took,Frodo Baggins,2021-11-29 13:00:00,
Story,The Paths of the Dead are taken,Done,2022-01-21 12:10:00,2021-07-12 10:45:00,Unspecified,LR-6848,284491,,Frodo Baggins,Legolas,2022-01-14 15:23:00,
Story,The Shire is restored to peace,Done,2021-12-19 12:21:00,2021-06-18 13:02:00,High,LR-6865,280222,,Samwise Gamgee,Boromir,2021-12-19 09:00:00,150300.0
Epic,Helm's Deep is under siege,Done,2021-11-29 12:58:00,2021-08-27 15:10:00,Medium,LR-1147,291906,,Gandalf the Grey,Frodo Baggins,2021-11-29 12:58:00,
Epic,The fellowship forms in Rivendell,Done,2021-10-28 14:55:00,2021-08-16 15:00:00,Medium,LR-8971,290214,,Gimli,Aragorn,2021-10-28 14:55:00,
Story,The Shire is restored to peace,Done,2022-01-07 22:53:00,2021-07-22 10:37:00,Unspecified,LR-6954,285581,,Samwise Gamgee,Saruman,2022-01-07 09:49:00,
Story,Saruman's betrayal is revealed,Done,2022-01-21 12:10:00,2021-04-17 11:13:00,Unspecified,LR-9040,269540,,Aragorn,Samwise Gamgee,2022-01-14 15:23:00,
Story,The One Ring has been found,Done,2022-01-30 17:03:00,2021-09-10 10:35:00,Unspecified,LR-7028,295169,,Samwise Gamgee,Frodo Baggins,2022-01-28 18:07:00,
Story,Eowyn defeats the Witch-king,Done,2022-01-07 22:53:00,2021-08-15 10:52:00,Medium,LR-9630,289684,,Gimli,Aragorn,2021-12-31 16:59:00,38700.0
Story,Eowyn defeats the Witch-king,Done,2022-01-30 17:03:00,2021-09-06 16:26:00,High,LR-5469,294276,,Aragorn,Boromir,2022-01-27 17:28:00,
Story,Gandalf returns to Middle-Earth,Done,2021-11-08 10:41:00,2021-09-06 15:59:00,Unspecified,LR-5690,294236,,Boromir,Gandalf,2021-11-05 18:06:00,
Story,The One Ring has been found,Done,2022-01-21 12:11:00,2021-08-27 19:56:00,Unspecified,LR-4158,291996,,Aragorn,Legolas,2022-01-14 15:23:00,
Story,The battle of Pelennor Fields,Done,2022-01-24 13:48:00,2021-09-10 10:37:00,Unspecified,LR-2179,295172,,Pippin Took,Legolas,2022-01-22 18:47:00,
Story,The One Ring has been found,Done,2022-01-30 17:03:00,2021-09-13 17:01:00,Unspecified,LR-3758,296450,,Aragorn,Aragorn,2022-01-28 17:41:00,
Story,The Paths of the Dead are taken,Done,2021-11-04 15:35:00,2021-09-06 15:51:00,ASAP,LR-7856,294220,,Pippin Took,Aragorn,2021-10-21 20:00:00,
Story,Gandalf returns to Middle-Earth,Done,2022-01-21 12:10:00,2021-05-09 14:49:00,Unspecified,LR-4183,273609,,Pippin Took,Gimli,2022-01-14 15:24:00,
Story,The One Ring has been found,Done,2021-11-04 15:34:00,2021-08-23 17:32:00,Unspecified,LR-7824,291419,,Legolas,Gandalf,2021-10-28 15:34:00,5400.0
Story,Gandalf returns to Middle-Earth,Done,2022-01-30 17:03:00,2021-09-13 17:10:00,Unspecified,LR-1107,296471,,Frodo Baggins,Frodo Baggins,2022-01-28 17:40:00,
Story,The fall of Sauron at Barad-dûr,Done,2022-01-07 22:53:00,2021-07-17 14:49:00,High,LR-2578,285041,,Frodo Baggins,Gimli,2021-12-23 14:06:00,
Story,Eowyn defeats the Witch-king,Done,2022-02-14 08:19:00,2021-09-06 16:18:00,Unspecified,LR-5905,294254,,Boromir,Samwise Gamgee,2022-02-12 18:03:00,
Story,Frodo and Sam reach Mount Doom,Done,2022-01-24 13:48:00,2021-09-10 10:55:00,Unspecified,LR-3607,295190,,Gimli,Samwise Gamgee,2022-01-23 17:32:00,
Story,The Paths of the Dead are taken,Done,2022-01-24 13:48:00,2021-09-06 16:25:00,Unspecified,LR-3206,294271,,Gandalf the Grey,Gimli,2022-01-22 18:40:00,
Story,The Ents march on Isengard,Done,2022-01-16 09:35:00,2021-07-22 11:18:00,High,LR-6778,285604,,Boromir,Legolas,2022-01-13 09:54:00,10800.0
Story,The Mines of Moria are breached,Done,2022-01-30 17:03:00,2021-09-13 18:23:00,Unspecified,LR-6428,296535,,Gimli,Aragorn,2022-01-29 16:52:00,
Story,The battle of Pelennor Fields,Done,2022-01-30 17:03:00,2021-09-06 15:58:00,Unspecified,LR-8893,294234,,Gimli,Boromir,2022-01-27 16:35:00,
Story,The Ents march on Isengard,Done,2022-02-07 19:26:00,2021-09-06 16:28:00,Unspecified,LR-2249,294282,,Samwise Gamgee,Aragorn,2022-02-06 17:21:00,
Story,The fall of Sauron at Barad-dûr,Done,2022-01-27 11:33:00,2021-09-06 16:19:00,Unspecified,LR-7772,294256,,Pippin Took,Samwise Gamgee,2022-01-24 18:05:00,
Story,Saruman's betrayal is revealed,Done,2022-01-27 11:33:00,2020-06-06 17:59:00,Medium,LR-9960,220717,,Frodo Baggins,Gimli,2022-01-27 11:33:00,16200.0
Story,Gollum's betrayal leads to chaos,Done,2022-01-30 17:03:00,2021-09-10 10:36:00,Unspecified,LR-5744,295170,,Aragorn,Saruman,2022-01-29 15:46:00,
Story,The battle of Pelennor Fields,Done,2022-01-30 17:03:00,2021-09-06 15:58:00,Unspecified,LR-8617,294233,,Gimli,Gandalf,2022-01-27 16:10:00,
Story,Eowyn defeats the Witch-king,Done,2022-01-30 17:03:00,2021-09-06 16:27:00,Unspecified,LR-3158,294280,,Gandalf the Grey,Aragorn,2022-01-27 17:12:00,
Story,The battle of Pelennor Fields,Done,2022-02-07 19:26:00,2021-09-06 15:48:00,Unspecified,LR-4490,294213,,Boromir,Saruman,2022-02-06 17:06:00,
Story,The battle of Pelennor Fields,Done,2022-01-07 22:53:00,2021-02-15 16:10:00,Medium,LR-2024,259989,,Gandalf the Grey,Frodo Baggins,2021-12-26 16:48:00,
Bug,Eowyn defeats the Witch-king,Done,2021-12-02 09:59:00,2021-09-03 10:21:00,ASAP,LR-4320,292990,,Boromir,Aragorn,2021-12-02 09:58:00,25800.0
Story,The fall of Sauron at Barad-dûr,Done,2022-01-30 17:03:00,2021-09-13 16:58:00,Unspecified,LR-6948,296446,,Boromir,Boromir,2022-01-29 17:00:00,
Story,The Paths of the Dead are taken,Done,2022-01-30 17:03:00,2021-09-06 16:25:00,Unspecified,LR-7211,294272,,Gandalf the Grey,Saruman,2022-01-27 16:55:00,
Story,The Shire is restored to peace,Done,2022-01-30 17:03:00,2021-09-06 15:49:00,Unspecified,LR-4521,294217,,Boromir,Aragorn,2022-01-29 17:12:00,
Story,Saruman's betrayal is revealed,Done,2022-01-30 17:03:00,2021-09-13 17:05:00,Unspecified,LR-4019,296462,,Boromir,Aragorn,2022-01-28 17:42:00,
Story,Eowyn defeats the Witch-king,Done,2022-01-30 17:03:00,2021-09-06 15:51:00,Unspecified,LR-3889,294221,,Frodo Baggins,Gandalf,2022-01-27 16:10:00,
Story,Gandalf returns to Middle-Earth,Done,2022-01-07 22:53:00,2021-08-02 10:18:00,High,LR-2743,287678,,Legolas,Saruman,2021-12-23 08:12:00,28800.0
Story,Saruman's betrayal is revealed,Done,2022-01-24 13:48:00,2021-09-13 17:08:00,Unspecified,LR-6108,296468,,Aragorn,Frodo Baggins,2022-01-23 17:27:00,
Story,Frodo and Sam reach Mount Doom,Done,2022-01-30 17:03:00,2021-09-13 18:24:00,Unspecified,LR-2489,296538,,Legolas,Boromir,2022-01-29 16:52:00,
Story,Frodo and Sam reach Mount Doom,Done,2021-12-03 09:42:00,2021-08-21 11:25:00,ASAP,LR-4759,290768,,Samwise Gamgee,Gimli,2021-12-02 10:41:00,90900.0
Story,The Paths of the Dead are taken,Done,2021-12-10 10:10:00,2021-09-06 16:26:00,Unspecified,LR-1135,294277,,Aragorn,Boromir,2021-12-04 17:28:00,
Story,Gandalf returns to Middle-Earth,Done,2021-12-10 10:10:00,2021-09-13 17:03:00,Unspecified,LR-2722,296455,,Legolas,Saruman,2021-12-04 17:40:00,
Story,Saruman's betrayal is revealed,Done,2022-01-22 15:39:00,2021-05-29 13:55:00,Medium,LR-4919,276635,,Legolas,Saruman,2022-01-22 11:30:00,
Story,Eowyn defeats the Witch-king,Done,2022-01-30 17:03:00,2021-09-06 16:28:00,Unspecified,LR-2034,294281,,Pippin Took,Saruman,2022-01-27 17:27:00,
Story,Gandalf returns to Middle-Earth,Done,2022-02-05 17:17:00,2021-08-27 12:37:00,High,LR-2374,291847,,Pippin Took,Gimli,2022-02-05 09:45:00,11520.0
Story,The fall of Sauron at Barad-dûr,Done,2022-01-24 13:48:00,2021-09-06 16:20:00,Unspecified,LR-7008,294260,,Aragorn,Aragorn,2022-01-22 18:31:00,
Story,The Paths of the Dead are taken,Done,2021-12-10 10:10:00,2021-09-10 11:07:00,Unspecified,LR-7481,295204,,Pippin Took,Boromir,2021-12-04 17:29:00,
Story,The fall of Sauron at Barad-dûr,Done,2022-01-30 17:03:00,2021-09-10 10:40:00,Unspecified,LR-5918,295175,,Legolas,Boromir,2022-01-28 18:16:00,
Story,Gandalf returns to Middle-Earth,Done,2022-02-07 19:26:00,2021-09-06 16:23:00,Unspecified,LR-3544,294266,,Pippin Took,Aragorn,2022-02-07 17:29:00,
Story,Frodo and Sam reach Mount Doom,Done,2022-01-21 12:10:00,2021-07-12 10:48:00,Unspecified,LR-6985,284493,,Boromir,Samwise Gamgee,2022-01-14 15:25:00,
Story,The Mines of Moria are breached,Done,2022-01-30 17:03:00,2021-09-10 10:51:00,Unspecified,LR-6829,295184,,Gimli,Gandalf,2022-01-28 18:24:00,
Story,The fall of Sauron at Barad-dûr,Done,2022-02-07 19:26:00,2021-09-06 16:23:00,High,LR-2880,294265,,Gandalf the Grey,Gandalf,2022-02-07 17:29:00,
Story,The Mines of Moria are breached,Done,2022-01-30 17:03:00,2021-09-06 16:27:00,Unspecified,LR-3761,294279,,Samwise Gamgee,Frodo Baggins,2022-01-29 17:55:00,
Story,The Mines of Moria are breached,Done,2022-01-24 13:48:00,2021-09-06 16:19:00,Unspecified,LR-1108,294257,,Legolas,Legolas,2022-01-23 18:38:00,
Story,Saruman's betrayal is revealed,Done,2022-01-30 17:03:00,2021-09-10 10:49:00,Unspecified,LR-6895,295182,,Gandalf the Grey,Gandalf,2022-01-29 15:34:00,
Story,Frodo and Sam reach Mount Doom,Done,2022-02-14 08:19:00,2021-07-29 09:54:00,Unspecified,LR-2164,286754,,Gimli,Saruman,2022-02-13 10:12:00,30600.0
Story,Saruman's betrayal is revealed,Done,2022-01-30 17:03:00,2021-09-06 15:50:00,Unspecified,LR-7169,294219,,Gimli,Gandalf,2022-01-27 16:35:00,
Story,The fall of Sauron at Barad-dûr,Done,2022-01-21 12:11:00,2021-07-25 12:09:00,Medium,LR-6671,286359,,Pippin Took,Gandalf,2022-01-20 09:02:00,157200.0
Story,The Paths of the Dead are taken,Done,2022-01-21 12:10:00,2021-07-12 10:52:00,Unspecified,LR-1842,284495,,Pippin Took,Legolas,2022-01-14 15:26:00,
Story,The fellowship forms in Rivendell,Done,2022-01-27 11:33:00,2021-09-06 15:58:00,Unspecified,LR-1295,294231,,Boromir,Samwise Gamgee,2022-01-24 17:45:00,
Story,Gandalf returns to Middle-Earth,Done,2022-01-24 13:48:00,2021-09-06 16:19:00,Unspecified,LR-6222,294258,,Legolas,Legolas,2022-01-22 18:20:00,
Story,The battle of Pelennor Fields,Done,2021-11-04 15:35:00,2021-09-06 15:59:00,ASAP,LR-3114,294235,,Gimli,Samwise Gamgee,2021-10-21 20:02:00,4200.0
Story,Frodo and Sam reach Mount Doom,Done,2022-01-24 13:48:00,2021-09-10 10:53:00,Unspecified,LR-5377,295187,,Pippin Took,Frodo Baggins,2022-01-23 17:45:00,
Story,The battle of Pelennor Fields,Done,2022-02-07 19:26:00,2021-05-09 14:48:00,High,LR-4075,273608,,Legolas,Saruman,2022-02-05 22:29:00,
Story,The Paths of the Dead are taken,Done,2021-12-10 10:10:00,2021-09-10 11:08:00,Unspecified,LR-3729,295206,,Samwise Gamgee,Saruman,2021-12-04 17:41:00,
Story,Helm's Deep is under siege,Done,2022-01-30 17:03:00,2021-09-10 10:35:00,Unspecified,LR-2632,295166,,Frodo Baggins,Frodo Baggins,2022-01-27 17:41:00,
Story,The Paths of the Dead are taken,Done,2022-02-17 15:09:00,2021-09-06 16:18:00,Unspecified,LR-7621,294255,,Frodo Baggins,Samwise Gamgee,2022-02-14 17:16:00,
Story,Saruman's betrayal is revealed,Done,2022-02-14 08:19:00,2021-09-06 16:25:00,Unspecified,LR-2981,294274,,Boromir,Boromir,2022-02-13 18:12:00,
Story,Frodo and Sam reach Mount Doom,Done,2022-02-12 09:45:00,2021-09-13 17:13:00,Unspecified,LR-3649,296475,,Gimli,Frodo Baggins,2022-02-10 17:43:00,
Story,The Mines of Moria are breached,Done,2022-02-14 08:19:00,2021-07-29 09:55:00,Unspecified,LR-6401,286755,,Legolas,Aragorn,2022-02-13 14:11:00,900.0
Story,The Mines of Moria are breached,Done,2021-12-18 10:43:00,2021-06-19 10:27:00,Medium,LR-7038,280867,,Gimli,Aragorn,2021-12-18 09:59:00,11700.0
Story,The Mines of Moria are breached,Done,2022-01-21 12:11:00,2021-07-22 11:15:00,High,LR-2943,285599,,Gimli,Saruman,2022-01-17 10:09:00,27720.0
Story,The Ents march on Isengard,Done,2022-01-30 17:03:00,2021-09-06 16:27:00,Unspecified,LR-7030,294278,,Samwise Gamgee,Gimli,2022-01-27 17:06:00,
Story,Helm's Deep is under siege,Done,2022-02-03 15:05:00,2021-09-10 11:02:00,Unspecified,LR-7492,295198,,Gandalf the Grey,Saruman,2022-01-30 17:08:00,
Story,Saruman's betrayal is revealed,Done,2021-11-04 15:35:00,2021-08-28 15:24:00,Unspecified,LR-7461,292207,,Gandalf the Grey,Legolas,2021-10-28 12:50:00,19800.0
Story,Gollum's betrayal leads to chaos,Done,2022-01-21 12:11:00,2021-07-17 13:04:00,Low,LR-2992,285013,,Frodo Baggins,Boromir,2022-01-14 14:32:00,
Story,Gandalf returns to Middle-Earth,Done,2021-12-16 09:39:00,2021-06-21 16:13:00,Medium,LR-8184,281475,,Frodo Baggins,Legolas,2021-12-13 18:25:00,
Story,Helm's Deep is under siege,Done,2022-01-24 13:48:00,2021-09-06 16:25:00,Unspecified,LR-8530,294273,,Legolas,Saruman,2022-01-23 18:06:00,
Story,Aragorn claims the throne of Gondor,Done,2022-01-30 17:03:00,2021-09-13 17:16:00,Unspecified,LR-8992,296477,,Pippin Took,Legolas,2022-01-28 17:37:00,
Story,The Paths of the Dead are taken,Done,2022-02-12 09:45:00,2021-09-06 16:21:00,Unspecified,LR-4949,294261,,Aragorn,Frodo Baggins,2022-02-10 18:10:00,
Story,The fellowship forms in Rivendell,Done,2022-01-30 17:03:00,2021-09-13 18:08:00,Unspecified,LR-4098,296521,,Boromir,Frodo Baggins,2022-01-27 17:51:00,
Story,Gollum's betrayal leads to chaos,Done,2021-11-06 15:26:00,2021-08-23 15:42:00,ASAP,LR-2433,291363,,Frodo Baggins,Samwise Gamgee,2021-10-28 14:23:00,21600.0
Story,The One Ring has been found,Done,2022-01-07 22:53:00,2021-07-22 11:05:00,Unspecified,LR-1638,285593,,Gimli,Gimli,2021-12-23 15:44:00,
Story,Gandalf returns to Middle-Earth,Done,2022-01-27 11:33:00,2021-09-06 16:24:00,Unspecified,LR-5328,294268,,Samwise Gamgee,Gandalf,2022-01-24 18:17:00,
Story,The Ents march on Isengard,Done,2022-01-07 22:53:00,2021-08-27 15:24:00,Unspecified,LR-1835,291911,,Gandalf the Grey,Gimli,2021-12-23 08:12:00,14400.0
Story,Frodo and Sam reach Mount Doom,Done,2022-01-17 13:34:00,2021-07-17 14:45:00,High,LR-6938,285037,,Aragorn,Boromir,2021-12-23 14:19:00,
Story,The fall of Sauron at Barad-dûr,Done,2022-02-12 09:45:00,2021-09-06 15:48:00,Unspecified,LR-8902,294211,,Gimli,Frodo Baggins,2022-02-10 17:37:00,
Story,The Paths of the Dead are taken,Done,2022-02-03 15:05:00,2021-09-06 15:57:00,Unspecified,LR-5495,294230,,Samwise Gamgee,Legolas,2022-01-30 17:24:00,
Story,The fall of Sauron at Barad-dûr,Done,2022-02-12 09:45:00,2021-09-06 15:59:00,Unspecified,LR-5931,294237,,Frodo Baggins,Samwise Gamgee,2022-02-11 17:34:00,
Story,Frodo and Sam reach Mount Doom,Done,2022-01-07 22:53:00,2021-07-22 11:10:00,Unspecified,LR-9330,285596,,Gimli,Saruman,2021-12-23 15:48:00,
Story,The fellowship forms in Rivendell,Done,2022-01-22 15:39:00,2021-06-27 15:53:00,High,LR-8821,282446,,Legolas,Legolas,2022-01-22 15:23:00,
Story,The fall of Sauron at Barad-dûr,Done,2022-01-30 17:03:00,2021-09-10 10:37:00,Unspecified,LR-8138,295173,,Legolas,Frodo Baggins,2022-01-27 17:47:00,
Story,The Shire is restored to peace,Done,2021-12-10 10:10:00,2021-09-10 10:47:00,Unspecified,LR-8800,295180,,Pippin Took,Gandalf,2021-12-04 17:30:00,
Story,Helm's Deep is under siege,Done,2021-12-10 10:10:00,2021-09-10 11:04:00,Unspecified,LR-3468,295201,,Gimli,Saruman,2021-12-04 17:30:00,
Story,The One Ring has been found,Done,2022-02-07 19:26:00,2021-09-06 15:57:00,Unspecified,LR-6908,294229,,Samwise Gamgee,Samwise Gamgee,2022-02-07 18:00:00,
Story,The Shire is restored to peace,Done,2021-11-04 15:34:00,2021-07-22 11:22:00,Unspecified,LR-8512,285607,,Boromir,Aragorn,2021-10-24 23:46:00,
Story,The fellowship forms in Rivendell,Done,2022-01-27 11:33:00,2021-09-06 15:47:00,Unspecified,LR-8947,294210,,Samwise Gamgee,Gandalf,2022-01-24 17:29:00,
Story,Aragorn claims the throne of Gondor,Done,2022-01-24 13:48:00,2021-09-06 15:52:00,Unspecified,LR-3260,294222,,Pippin Took,Legolas,2022-01-22 18:48:00,
Story,The fellowship forms in Rivendell,Done,2022-01-07 22:53:00,2021-07-17 14:47:00,High,LR-4754,285039,,Boromir,Gandalf,2021-12-23 14:30:00,
Story,Eowyn defeats the Witch-king,Done,2022-01-30 17:03:00,2021-09-13 18:28:00,Unspecified,LR-9452,296542,,Frodo Baggins,Frodo Baggins,2022-01-28 17:10:00,
Story,The Ents march on Isengard,Done,2021-11-08 10:41:00,2021-09-06 15:50:00,Unspecified,LR-7975,294218,,Gimli,Gandalf,2021-11-05 18:05:00,2400.0
Story,The battle of Pelennor Fields,Done,2022-01-30 17:03:00,2021-09-06 15:49:00,Unspecified,LR-4808,294215,,Legolas,Frodo Baggins,2022-01-28 16:03:00,
Story,Frodo and Sam reach Mount Doom,Done,2022-02-14 08:19:00,2021-09-06 16:18:00,Unspecified,LR-5645,294253,,Gandalf the Grey,Legolas,2022-02-13 17:43:00,
Story,The Mines of Moria are breached,Done,2022-01-30 17:03:00,2021-09-13 18:25:00,Unspecified,LR-3663,296540,,Pippin Took,Saruman,2022-01-27 17:54:00,
Story,Aragorn claims the throne of Gondor,Done,2022-01-22 15:39:00,2021-06-27 14:24:00,High,LR-5859,282414,,Boromir,Boromir,2022-01-22 15:24:00,
Epic,The One Ring has been found,Done,2021-12-19 12:22:00,2021-09-13 18:42:00,Medium,LR-2115,296561,,Frodo Baggins,Frodo Baggins,2021-11-29 13:02:00,
Epic,Saruman's betrayal is revealed,Done,2022-01-07 22:53:00,2021-09-13 18:31:00,Medium,LR-3022,296547,,Gandalf the Grey,Saruman,2021-12-20 10:26:00,
Epic,Frodo and Sam reach Mount Doom,Done,2022-01-30 17:03:00,2021-09-13 18:34:00,Medium,LR-4747,296553,,Gimli,Gandalf,2022-01-27 17:58:00,
Epic,The battle of Pelennor Fields,Done,2021-12-19 12:22:00,2021-09-13 18:41:00,Medium,LR-1595,296559,,Legolas,Gimli,2021-11-29 13:04:00,
Epic,Helm's Deep is under siege,Done,2022-01-30 17:03:00,2021-09-13 18:53:00,Medium,LR-2766,296574,,Gimli,Boromir,2022-01-27 17:56:00,
Research,The fellowship forms in Rivendell,Done,2022-01-30 17:03:00,2021-09-26 17:02:00,High,LR-4959,300579,,Aragorn,Boromir,2022-01-30 15:22:00,
Task,The fellowship forms in Rivendell,Done,2021-10-18 21:44:00,2021-10-04 00:20:00,High,LR-3037,302873,,Frodo Baggins,Legolas,2021-10-14 18:06:00,
Task,The Shire is restored to peace,Done,2021-10-18 21:44:00,2021-10-04 00:20:00,High,LR-7586,302874,,Legolas,Aragorn,2021-10-14 18:06:00,
